CustomerId,FirstName,LastName,CountryCode,City,BirthDate
16400,Eddy,Manning,GB,London,06/20/1969
16401,Chelsea,Long,DE,Munich,05/24/1959
16402,Isabelle,Salazar,DE,Düsseldorf,05/01/1987
16403,Harland,Fisher,NL,Rotterdam,03/18/1967
16404,Lindsay,Silva,IE,Dublin,03/16/1975
16405,Claudia,Carter,ES,Bilbao,10/17/1962
16406,Barton,Carr,NL,Amsterdam,06/13/1951
16407,Delbert,York,DE,Berlin,04/24/1952
16408,Carmelo,Zimmerman,ES,Seville,02/16/1959
16409,Jarod,Leblanc,GB,Manchester,03/15/1982
16410,Maricela,Knowles,ES,Barcelona,10/24/1988
16411,Hector,Massey,ES,Murcia,06/24/1954
16412,Chester,Hull,GB,Liverpool,03/01/1955
16413,Leann,Lewis,DE,Dresden,05/11/1977
16414,Latonya,Decker,DE,Bonn,10/19/1944
16415,Trudy,Leonard,ES,Zaragoza,01/23/1942
16416,Roosevelt,Terry,IE,Cork,07/17/1959
16417,Geoffrey,Frazier,CH,Lucerne,03/04/1960
16418,Olive,Schultz,FR,Paris,02/02/1981
16419,Cathryn,Langley,DE,Dresden,03/21/1975
16420,Isreal,Wolfe,CH,Basel,09/01/1956
16421,Garth,Mays,GB,Leeds,08/27/1966
16422,Horace,Bullock,GB,London,04/12/1956
16423,Patsy,Joseph,NL,Rotterdam,01/27/1946
16424,Randell,Hood,IE,Waterford,06/11/1975
16425,Lou,Wilkins,ES,Murcia,09/15/1977
16426,Alfreda,Nolan,FR,Lyon,05/24/1958
16427,Gail,Richmond,GB,Liverpool,02/09/1966
16428,Kareem,Haney,DE,Munich,02/18/1962
16429,Garry,Sampson,DE,Düsseldorf,04/02/1960
16430,Blake,Conley,CH,Basel,04/14/1998
16431,Quintin,Norton,DE,Düsseldorf,09/24/1993
16432,Eduardo,Powell,IE,Tralee,07/27/2002
16433,Emerson,McKay,FR,Paris,09/24/1943
16434,Genevieve,Harding,DE,Dresden,02/21/1973
16435,Augustine,Hutchinson,ES,Zaragoza,02/01/1966
16436,Peggy,Hill,IT,Catania,01/18/1959
16437,Lucius,Crawford,ES,Córdoba,04/21/1987
16438,Alexandria,Guerrero,ES,Barcelona,03/04/1993
16439,Tara,Sawyer,FR,Nantes,06/04/2002
16440,Harland,Adams,NL,Utrecht,04/05/1984
16441,Letitia,Serrano,FR,Marseille,10/13/1998
16442,Buddy,Cortez,ES,Seville,06/20/1962
16443,Josephine,Hamilton,GB,Newcastle,09/19/1992
16444,Jeffrey,Chan,CH,Lucerne,08/13/1948
16445,Ahmed,Short,DE,Dresden,04/19/1978
16446,Pasquale,Suarez,ES,Seville,01/12/1964
16447,Kim,Watkins,GB,Bristol,02/04/1996
16448,Theresa,Noble,FR,Marseille,04/17/1969
16449,Sadie,Stout,IT,Catania,04/20/1995
16450,Garrett,Glover,ES,Zaragoza,11/03/1973
16451,Carmen,Campbell,DE,Hamburg,05/02/1980
16452,Earlene,Vargas,ES,Seville,11/12/1946
16453,Sylvia,Giles,ES,Alicante,09/24/1988
16454,Kristin,Mooney,FR,Paris,03/25/1949
16455,Renato,Cooper,CH,Geneva,06/10/1943
16456,Francisco,White,IT,Catania,01/08/1959
16457,Marian,Valdez,CH,Zürich,09/20/1962
16458,Deann,Hoffman,ES,Madrid,05/02/1978
16459,Greta,Fisher,FR,Marseille,08/24/1943
16460,Carter,Carver,GB,Liverpool,09/07/1989
16461,Tad,Curtis,FR,Paris,11/20/1960
16462,Gilberto,Tillman,GB,Leeds,10/24/1957
16463,Jonas,Colon,ES,Seville,05/07/1950
16464,Joy,Mueller,NL,Amsterdam,04/26/1979
16465,Noel,Glass,DE,Düsseldorf,11/02/1998
16466,Sybil,Nguyen,ES,Zaragoza,06/05/1994
16467,Susanna,Hart,CH,Geneva,02/25/2002
16468,Emory,Beach,DE,Munich,02/01/1985
16469,Wm,Cherry,IE,Tralee,01/24/1952
16470,Peggy,Martin,ES,Barcelona,08/18/1954
16471,Hans,Wells,IT,Catania,01/13/1983
16472,Cheryl,Dalton,GB,Manchester,08/25/1953
16473,Jennifer,Small,NL,Utrecht,05/11/1974
16474,Sabrina,Thomas,ES,Zaragoza,03/20/1978
16475,German,Miles,ES,Valencia,10/12/1986
16476,Sandra,Maxwell,GB,Birmingham,06/14/1966
16477,Shannon,Boyer,GB,Leeds,08/18/1956
16478,Rashad,Leon,DE,Cologne,01/15/1983
16479,Phoebe,Sharp,GB,Birmingham,03/10/1995
16480,Troy,Harrell,DE,Frankfurt,02/19/1959
16481,Chris,Joyce,ES,Alicante,02/16/1945
16482,Ivy,Clark,NL,Amsterdam,05/26/1977
16483,Maximo,Kane,GB,Manchester,09/01/1988
16484,Jeannie,Blankenship,CH,Geneva,07/08/1997
16485,Elbert,McIntyre,FR,Nantes,04/16/1987
16486,Alice,Nguyen,IE,Dublin,05/08/1960
16487,Lyndon,OConnor,ES,Madrid,02/19/1980
16488,Adeline,Quinn,FR,Marseille,05/21/2001
16489,Jeremy,McGowan,IT,Catania,07/09/1984
16490,Mavis,Jones,CH,Basel,03/01/1974
16491,Miguel,Thornton,ES,Madrid,01/12/1993
16492,Sterling,Randall,GB,Leeds,01/07/1980
16493,Mai,Juarez,ES,Barcelona,11/13/1965
16494,Kasey,Osborne,DE,Hamburg,08/13/1945
16495,Kenya,Ray,GB,Birmingham,11/12/1988
16496,Brenda,McCormick,IE,Limerick,08/01/1952
16497,Grover,Sparks,ES,Seville,10/03/1983
16498,Lolita,Mayo,ES,Madrid,07/06/1942
16499,Helga,Salazar,IE,Limerick,02/24/1952
16500,Marci,Burris,DE,Berlin,07/19/1951
16501,Eliza,Spence,GB,Manchester,10/06/1947
16502,Winford,Justice,DE,Düsseldorf,06/11/1985
16503,Lou,Ellison,FR,Marseille,07/08/1943
16504,Roberta,Mullins,ES,Madrid,11/20/1951
16505,Porter,Michael,IT,Florence,03/19/1967
16506,Tameka,Bradshaw,GB,Liverpool,06/02/1968
16507,Joanna,Fletcher,GB,Bristol,05/19/1974
16508,Aimee,Sloan,ES,Barcelona,02/19/1974
16509,Percy,Kane,IT,Bologna,07/16/1961
16510,Casey,Garner,IE,Tralee,11/20/1998
16511,Jeannie,Rice,ES,Madrid,10/10/1980
16512,Cyril,Nelson,FR,Lyon,04/12/1948
16513,Teddy,Cohen,ES,Bilbao,02/18/1972
16514,Yesenia,Noble,IE,Limerick,07/19/1977
16515,Yvonne,Campbell,CH,Lucerne,02/17/1987
16516,Marcelino,Pearson,GB,Birmingham,07/24/1949
16517,Guillermo,Lucas,DE,Berlin,02/26/1983
16518,Tania,Burks,IT,Palermo,04/18/1970
16519,Darius,Robinson,IE,Cork,01/08/1984
16520,Ruby,Rivers,GB,London,07/05/1992
16521,Reed,Dawson,ES,Seville,05/27/1973
16522,Nolan,Morse,DE,Düsseldorf,06/15/1982
16523,Alvaro,McClure,CH,Basel,02/27/1999
16524,Amanda,Farmer,IE,Dublin,10/21/1968
16525,Phil,Cortez,DE,Berlin,07/02/1958
16526,Helen,Wolfe,IT,Rome,09/22/1980
16527,Vaughn,McKay,IT,Naples,04/07/1961
16528,Brant,Abbott,DE,Bonn,04/23/1981
16529,Sondra,Haley,CH,Zürich,01/03/1953
16530,Gilda,Leon,IT,Palermo,10/17/1942
16531,Tonya,Fuentes,FR,Nantes,01/16/1963
16532,Jewel,Beck,IT,Genoa,11/08/1973
16533,Summer,Austin,IE,Limerick,11/20/1974
16534,Marcelo,Graham,IE,Cork,05/04/1944
16535,Beau,Tillman,IE,Tralee,09/27/1992
16536,Jermaine,Talley,DE,Munich,01/06/1988
16537,Jana,Cline,FR,Nice,06/22/1996
16538,Berta,Kennedy,IT,Genoa,09/04/1986
16539,Bertha,Medina,IT,Bologna,09/11/1973
16540,Alex,Morris,GB,Bristol,10/04/1981
16541,Lonny,Hays,DE,Frankfurt,06/06/1976
16542,Brooks,Harding,ES,Alicante,10/14/1973
16543,Olga,Estrada,IE,Waterford,03/06/1960
16544,Latasha,Wilcox,FR,Marseille,02/13/1971
16545,Lara,Chapman,NL,Rotterdam,07/02/1961
16546,Catherine,Eaton,IT,Rome,03/02/1997
16547,Angela,Shepard,DE,Hamburg,01/02/1970
16548,Wanda,Peterson,DE,Cologne,01/21/1980
16549,Orville,Adkins,IE,Dublin,01/09/1993
16550,Adrienne,Haley,IT,Palermo,01/17/1969
16551,Rob,Ross,DE,Berlin,03/20/1991
16552,Derrick,Silva,ES,Barcelona,06/17/1982
16553,Monty,Patterson,IT,Florence,06/08/1978
16554,Willard,Rutledge,DE,Bonn,04/01/1950
16555,Bryan,Rollins,GB,Bristol,06/18/1953
16556,Beth,Flowers,FR,Nantes,03/13/1991
16557,Maria,Garcia,IE,Dublin,11/23/1972
16558,Ladonna,Mayer,CH,Basel,05/16/1988
16559,Wilbur,Padilla,IT,Rome,03/18/1971
16560,Avery,Powell,FR,Paris,08/27/1943
16561,Olivia,Rowland,IT,Palermo,01/16/1984
16562,Jacqueline,Hester,FR,Marseille,11/19/1987
16563,Veronica,Church,FR,Nantes,11/06/1980
16564,Murray,Webster,GB,Manchester,03/19/1958
16565,Elvis,Bradshaw,GB,Leeds,05/02/1950
16566,Bryce,Shields,GB,Leeds,08/10/1983
16567,Deana,Haynes,CH,Basel,02/23/1967
16568,Vincenzo,Wooten,GB,London,03/25/1951
16569,Lane,Tucker,CH,Zürich,04/19/2000
16570,Kim,Vance,DE,Bonn,11/16/1984
16571,Byron,Odonnell,IT,Milan,08/27/1994
16572,Carissa,Collins,GB,London,05/19/1966
16573,Ramiro,Goff,ES,Murcia,01/05/1944
16574,Valarie,Herman,GB,Birmingham,10/04/1962
16575,Elvin,Martin,ES,Murcia,07/18/1945
16576,Casandra,Castaneda,NL,Rotterdam,05/14/1945
16577,Vern,Jenkins,ES,Córdoba,08/24/1992
16578,Justine,Love,ES,Córdoba,04/21/1959
16579,Lelia,Ramirez,DE,Berlin,08/18/1947
16580,Milagros,McCoy,ES,Barcelona,09/08/1977
16581,Val,Wooten,IE,Waterford,08/19/1956
16582,Tanisha,Moss,DE,Hamburg,04/01/1960
16583,Caleb,Avery,DE,Düsseldorf,10/14/1986
16584,Jewell,Prince,FR,Nantes,02/25/1942
16585,Man,Durham,IE,Dublin,07/19/1963
16586,Jerrold,Alford,DE,Düsseldorf,11/21/1943
16587,Franklin,Underwood,GB,Birmingham,07/16/1996
16588,Jules,Harvey,ES,Barcelona,10/08/1998
16589,Hal,Stark,CH,Zürich,05/21/1975
16590,Xavier,Gomez,IT,Rome,07/21/1985
16591,Edgardo,Lynch,DE,Bonn,05/05/2000
16592,Bob,Short,FR,Nantes,03/12/1950
16593,Sadie,Bruce,DE,Frankfurt,10/08/1968
16594,Fredric,Witt,DE,Hamburg,06/09/1977
16595,Lester,Duffy,ES,Seville,06/05/1993
16596,Raleigh,Key,CH,Basel,03/27/1988
16597,Judy,Pitts,ES,Seville,06/25/1989
16598,Leonard,Stokes,ES,Zaragoza,09/06/1967
16599,Andrew,Pate,ES,Seville,03/02/1983
16600,Jeri,Ross,ES,Barcelona,10/14/1992
16601,Susanne,Carroll,ES,Madrid,11/25/1991
16602,Tyron,Conway,FR,Marseille,01/14/1975
16603,Orville,Rios,GB,Manchester,03/01/2002
16604,Angelita,Berry,FR,Nice,04/18/1979
16605,Rubin,Garner,IT,Milan,07/02/1959
16606,Tamara,Nash,FR,Nice,08/25/1954
16607,Marla,Horne,FR,Lyon,10/24/2001
16608,Bridgett,Travis,IT,Palermo,06/06/1942
16609,Mitch,Norris,IE,Dublin,04/19/1951
16610,Jerry,Lott,GB,Manchester,07/24/2002
16611,Melinda,Chase,ES,Barcelona,04/23/1951
16612,Allie,Jacobs,FR,Nice,06/22/1965
16613,Cristobal,Kirkland,DE,Frankfurt,07/14/1958
16614,Lynette,Good,CH,Zürich,06/20/1964
16615,Sylvia,Rivera,IT,Catania,07/10/1946
16616,Raphael,Horton,IT,Florence,06/05/1947
16617,Valentin,Fernandez,GB,Newcastle,03/16/1981
16618,Margarita,Melton,DE,Frankfurt,02/13/1999
16619,Cortez,Cole,FR,Paris,08/14/1967
16620,Fabian,Hernandez,IT,Florence,02/04/1996
16621,Julian,Walls,ES,Zaragoza,05/04/1974
16622,Jame,Figueroa,DE,Frankfurt,03/12/1983
16623,Estela,Morse,FR,Lyon,09/11/1967
16624,Marcia,Velasquez,IE,Cork,10/09/1989
16625,Palmer,Hebert,IE,Cork,03/01/1988
16626,Arnulfo,Parrish,IE,Dublin,10/27/1985
16627,Minh,Turner,DE,Bonn,01/07/1956
16628,Amparo,Wells,FR,Toulouse,04/25/1960
16629,Kristin,Strong,FR,Nice,11/09/1949
16630,Bethany,Hoffman,GB,Leeds,05/06/1974
16631,Andres,Carson,CH,Zürich,07/15/1991
16632,Morton,Houston,IE,Dublin,02/05/1979
16633,Lourdes,Steele,IT,Milan,07/19/1978
16634,Romeo,Gordon,GB,Newcastle,08/18/1971
16635,Krystal,Bruce,ES,Barcelona,08/15/1964
16636,Elinor,Villarreal,FR,Paris,09/13/1969
16637,Jacques,Francis,IE,Tralee,05/19/1991
16638,Jacques,Soto,IE,Waterford,03/09/1974
16639,Tyler,Livingston,ES,Seville,01/17/1970
16640,Myron,York,FR,Paris,03/12/1949
16641,Teddy,Kim,FR,Lyon,11/13/1989
16642,Bessie,Foley,CH,Zürich,04/27/1981
16643,Candace,Camacho,ES,Seville,07/07/1975
16644,Etta,Moses,ES,Alicante,06/11/1968
16645,Corey,Garrison,DE,Munich,02/21/1960
16646,Stella,Quinn,IT,Naples,06/06/2000
16647,Stefan,Cannon,FR,Nice,05/27/1966
16648,Catherine,Small,IT,Florence,06/01/1998
16649,Elva,Williamson,IT,Milan,10/18/1949
16650,Clarice,Fischer,NL,Amsterdam,04/19/1965
16651,Cathy,Brennan,DE,Bonn,05/02/1972
16652,Tammy,Cline,IE,Waterford,10/19/1988
16653,Vickie,Mosley,FR,Nice,03/15/1956
16654,Marcella,Gomez,IE,Waterford,04/06/1969
16655,Jorge,Fischer,IE,Waterford,01/07/1951
16656,Fredrick,Little,IE,Tralee,11/04/1965
16657,Ahmed,Michael,CH,Lucerne,09/02/1982
16658,Michal,Moody,NL,Utrecht,08/17/2001
16659,Noble,Flores,IE,Cork,09/08/1969
16660,Yvette,Saunders,DE,Frankfurt,10/18/1959
16661,Lance,Burt,IT,Rome,03/04/1972
16662,Marissa,Cunningham,IT,Genoa,09/18/1969
16663,Malik,Hines,IE,Waterford,07/03/1983
16664,Anastasia,Rocha,GB,Manchester,11/03/1975
16665,Katelyn,McIntosh,FR,Nice,07/15/2002
16666,Chi,Joseph,ES,Alicante,01/12/1988
16667,Shana,Fry,FR,Lyon,07/05/1953
16668,Charmaine,Castro,IE,Cork,10/08/1990
16669,Brooke,McGee,DE,Düsseldorf,08/18/1944
16670,Twila,Shields,ES,Valencia,03/21/1979
16671,Eldridge,Orr,CH,Lucerne,02/11/1966
16672,Jackie,Jackson,ES,Murcia,01/04/2001
16673,Craig,Silva,ES,Madrid,09/10/1991
16674,Reva,Rodriguez,IT,Milan,01/25/1982
16675,Dannie,Mayo,IE,Tralee,04/14/1977
16676,Reed,Nieves,GB,Newcastle,05/17/1947
16677,Erick,Nielsen,DE,Hamburg,02/07/1951
16678,Tommie,Carter,DE,Frankfurt,07/20/1952
16679,Wendell,Green,ES,Zaragoza,10/15/1971
16680,Dane,Hensley,IT,Genoa,01/18/1989
16681,Gavin,Love,FR,Paris,06/16/1962
16682,Gwendolyn,Sykes,DE,Düsseldorf,07/16/1977
16683,Ester,Dixon,GB,Birmingham,08/09/1975
16684,Juliette,Stokes,ES,Murcia,04/18/1989
16685,Gilberto,McCormick,DE,Düsseldorf,10/08/1985
16686,Harris,Jarvis,GB,Bristol,06/05/1972
16687,Verna,Hines,DE,Munich,10/25/1992
16688,Omer,Sharpe,ES,Barcelona,10/21/1984
16689,Harriet,McDonald,ES,Bilbao,04/12/1994
16690,Riley,Terry,GB,London,10/24/1958
16691,Brice,Burton,IE,Limerick,10/22/1955
16692,Janell,Barton,ES,Barcelona,09/05/1996
16693,Lance,Goodwin,FR,Marseille,02/04/1948
16694,Eliseo,Bryant,DE,Hamburg,04/20/1994
16695,Dorsey,Holcomb,IE,Dublin,05/15/1985
16696,Gary,Diaz,FR,Nice,03/26/1950
16697,Noe,Waller,GB,Birmingham,11/02/1977
16698,Ines,Stephenson,DE,Frankfurt,03/06/1973
16699,Mark,Harrington,IT,Genoa,01/02/1954
16700,Isiah,Hopkins,IT,Palermo,07/13/1959
16701,Willian,Carroll,IT,Bologna,08/20/1988
16702,Tisha,Cherry,ES,Barcelona,03/03/1955
16703,Linwood,Franco,CH,Zürich,05/14/1945
16704,Cyril,Kirk,FR,Marseille,03/15/1968
16705,Everett,Byers,FR,Marseille,05/09/2001
16706,Zack,Allen,FR,Nantes,06/06/2002
16707,Carmen,Marsh,ES,Barcelona,07/07/1958
16708,Dewey,Lawson,NL,Rotterdam,11/26/1975
16709,Ines,Myers,NL,The Hague,01/27/1966
16710,Kelvin,Douglas,IE,Dublin,01/15/1955
16711,Sharon,Farley,IE,Limerick,04/16/1982
16712,Maurice,Potts,FR,Nantes,09/25/1963
16713,Zachary,Rasmussen,IT,Catania,11/12/1951
16714,Dolly,Porter,DE,Hamburg,11/10/1942
16715,Charley,Bryant,FR,Marseille,11/08/1964
16716,Laurel,Hart,DE,Hamburg,07/27/1966
16717,Terrence,Weber,IE,Waterford,11/05/1994
16718,Rosanna,Cummings,FR,Lyon,09/12/1957
16719,Lucien,Riggs,ES,Bilbao,09/02/1942
16720,Moises,Daniel,ES,Barcelona,06/04/2000
16721,Leopoldo,Cantu,FR,Nice,06/01/1990
16722,Bob,Stanton,IT,Palermo,03/10/1998
16723,Elvis,Becker,FR,Nice,11/20/1954
16724,Jeramy,Noble,DE,Düsseldorf,11/22/1999
16725,Luz,Abbott,DE,Hamburg,11/14/1943
16726,Bob,Bishop,FR,Marseille,11/02/1979
16727,Lesley,David,DE,Dresden,03/10/1963
16728,Derek,Underwood,DE,Bonn,05/18/1976
16729,Brianna,Dejesus,FR,Marseille,07/15/1997
16730,Phyllis,Rush,GB,Newcastle,04/05/1999
16731,Otha,Landry,ES,Zaragoza,06/25/1976
16732,Shari,Jenkins,CH,Basel,11/03/1999
16733,Hal,Hensley,GB,Manchester,08/13/1991
16734,Eddie,Sanchez,ES,Zaragoza,07/21/1999
16735,Rusty,Lynch,CH,Zürich,09/26/1967
16736,Katelyn,Carpenter,GB,Leeds,03/17/1947
16737,Trina,Walters,IE,Dublin,10/16/1998
16738,Danilo,Charles,ES,Barcelona,05/20/1981
16739,Brittney,Cameron,ES,Barcelona,10/23/1976
16740,Yvette,Huff,GB,Leeds,09/11/1972
16741,Porter,Morales,NL,Rotterdam,07/25/1942
16742,Lesley,Luna,CH,Geneva,04/19/1948
16743,Tanner,Finch,FR,Paris,09/23/1967
16744,Carla,Coffey,NL,Rotterdam,01/06/1995
16745,Victor,Conrad,IE,Tralee,06/05/1982
16746,Ernesto,Joyner,CH,Lucerne,09/16/1985
16747,Sterling,Lloyd,IT,Naples,06/26/1988
16748,Avery,Woodward,GB,Bristol,02/10/1990
16749,Magdalena,Vega,GB,Newcastle,02/04/1967
16750,Arthur,Rhodes,FR,Paris,06/09/1996
16751,Jaime,Conley,ES,Bilbao,09/22/1961
16752,Aisha,Nielsen,IE,Dublin,02/11/1959
16753,Donald,Wilcox,IT,Bologna,07/20/2001
16754,Essie,Cohen,GB,Manchester,08/05/1986
16755,Raymond,Barton,DE,Munich,11/26/1944
16756,Korey,Sexton,GB,Bristol,06/21/1998
16757,Sonja,Miller,FR,Nice,07/12/1967
16758,Josh,Mullen,ES,Valencia,06/13/1960
16759,Lonnie,Gibbs,IT,Genoa,02/27/1959
16760,Michelle,Livingston,CH,Zürich,04/09/1956
16761,Leila,Langley,NL,Utrecht,05/11/1970
16762,Tracey,McGee,GB,Manchester,03/01/1955
16763,Clark,Townsend,CH,Geneva,09/07/1997
16764,Forest,Gamble,ES,Zaragoza,04/03/1969
16765,Barney,Barrett,NL,Utrecht,03/16/1999
16766,Stanton,Barry,GB,Manchester,01/05/1949
16767,Wilber,Flynn,ES,Bilbao,01/05/1965
16768,Josiah,Valentine,GB,Liverpool,02/18/1974
16769,Albert,McKnight,FR,Marseille,11/05/1990
16770,Franklin,Lindsay,FR,Nice,02/21/1957
16771,Chadwick,Snow,GB,Newcastle,11/25/1971
16772,Patricia,Deleon,ES,Zaragoza,05/18/1989
16773,Brigitte,Marsh,DE,Hamburg,09/01/1976
16774,Gerald,Cantrell,DE,Frankfurt,10/01/1989
16775,Seth,Hoffman,IT,Rome,01/27/1973
16776,Justine,Gill,IT,Palermo,11/03/1957
16777,Barry,Finley,IT,Palermo,02/03/1983
16778,Monte,David,IE,Cork,04/27/1999
16779,Rubin,Buckner,CH,Zürich,10/01/1975
16780,Solomon,Mann,GB,Birmingham,01/22/1991
16781,Booker,Riley,ES,Murcia,06/04/1976
16782,Genevieve,Gordon,DE,Berlin,02/19/1943
16783,Trisha,Campos,GB,Liverpool,08/23/1969
16784,Woodrow,Murphy,CH,Zürich,06/08/1971
16785,Mandy,Battle,DE,Cologne,11/02/1945
16786,Michal,Long,ES,Seville,03/03/1960
16787,Cecil,Richard,DE,Bonn,09/27/1998
16788,Alexandria,Benson,ES,Bilbao,05/09/1953
16789,Darren,Wiley,DE,Berlin,06/27/1965
16790,Dina,Woodard,CH,Zürich,06/17/1991
16791,Elsa,Salas,IT,Rome,10/16/1978
16792,Julio,Washington,NL,Amsterdam,08/23/1949
16793,Alva,Crosby,GB,Birmingham,09/01/1996
16794,Rosa,Beck,IT,Palermo,11/05/1985
16795,Willy,Benton,IE,Waterford,07/07/1996
16796,Paige,Drake,ES,Murcia,03/14/1947
16797,Jessica,Lyons,ES,Valencia,11/24/1948
16798,Modesto,Walls,CH,Lucerne,11/23/2000
16799,Elisha,McCray,ES,Barcelona,09/11/1970
16800,Julio,Hamilton,IT,Bologna,10/23/1961
16801,Curtis,Conner,FR,Marseille,07/16/1969
16802,Felton,Peters,IE,Cork,10/22/1983
16803,Patricia,Pitts,ES,Madrid,04/19/1948
16804,Wilford,Small,DE,Cologne,06/15/1986
16805,Maximo,Hernandez,CH,Basel,07/03/1953
16806,Norbert,Gardner,DE,Düsseldorf,03/20/1985
16807,Ofelia,Burt,IT,Bologna,07/18/1970
16808,Petra,Mayer,ES,Barcelona,04/26/1990
16809,Johnie,Saunders,IE,Tralee,07/26/1954
16810,Horacio,Stout,ES,Barcelona,03/03/1977
16811,Becky,Farley,NL,Utrecht,09/24/1979
16812,Letitia,Winters,CH,Basel,02/24/1971
16813,Elsie,Rowland,ES,Seville,07/21/1969
16814,Buddy,Stout,GB,Liverpool,10/06/1975
16815,Karin,Brennan,GB,Liverpool,08/17/1996
16816,Jerald,Montoya,GB,Bristol,10/17/1999
16817,Chandra,Miles,FR,Lyon,03/13/1981
16818,Judy,Boyer,DE,Hamburg,06/03/1965
16819,Gayle,Doyle,ES,Madrid,11/12/1948
16820,Marianne,Potts,ES,Barcelona,03/06/1946
16821,Candace,Trujillo,DE,Berlin,09/03/1975
16822,Lillie,Simpson,FR,Toulouse,05/13/1972
16823,Miriam,Massey,DE,Cologne,04/21/1966
16824,Iris,Howell,ES,Murcia,04/20/1959
16825,Markus,Mullen,IT,Catania,04/09/1963
16826,Meghan,Hines,ES,Barcelona,07/06/1951
16827,Candice,McDaniel,FR,Marseille,03/02/1976
16828,Vincent,Alford,NL,The Hague,03/04/1957
16829,Christie,Stephenson,DE,Munich,11/18/1964
16830,Waylon,Mendez,FR,Marseille,05/02/1976
16831,Antoine,Ford,ES,Barcelona,01/07/1962
16832,Eugene,Jacobson,IT,Genoa,08/19/1975
16833,Jonathon,Hardin,ES,Barcelona,09/03/1946
16834,Imelda,Lopez,DE,Frankfurt,07/12/1984
16835,Wilson,Lester,ES,Madrid,02/11/1945
16836,Mercedes,Salinas,ES,Alicante,10/13/1982
16837,Kerry,McCormick,DE,Frankfurt,05/22/1973
16838,Kris,Sosa,DE,Cologne,02/18/1994
16839,Cheri,Beard,CH,Zürich,09/25/1958
16840,Jeanette,Sykes,GB,Manchester,10/12/1991
16841,Jerome,Neal,GB,London,08/14/1960
16842,Patricia,Glass,CH,Geneva,11/15/1968
16843,Aida,Morales,FR,Toulouse,04/13/1972
16844,Darius,Terry,FR,Paris,10/19/1979
16845,Socorro,Marshall,IE,Tralee,11/22/1943
16846,Diego,Rosales,ES,Bilbao,04/21/1985
16847,Rayford,Graves,IE,Dublin,05/10/1953
16848,Kaitlin,Morales,NL,Rotterdam,05/04/1986
16849,Luann,Leonard,NL,Rotterdam,08/06/1942
16850,Lucy,Velasquez,GB,Leeds,05/05/1961
16851,Lowell,Vazquez,ES,Valencia,02/06/1949
16852,Grace,Stevens,ES,Valencia,09/20/1999
16853,Wyatt,Henry,DE,Hamburg,07/03/1978
16854,Jeanette,Dillard,DE,Berlin,06/01/1943
16855,Darrell,Evans,ES,Bilbao,02/10/1979
16856,Cornelia,Rivas,NL,Rotterdam,01/20/1977
16857,Hilario,Mercer,GB,Leeds,03/15/1961
16858,Luke,OConnor,IT,Naples,03/19/1976
16859,Stanford,Giles,DE,Bonn,08/25/1966
16860,Reyna,Russell,IT,Genoa,10/18/1984
16861,Bernadine,Banks,DE,Cologne,02/19/1993
16862,Arlene,Robinson,IT,Palermo,03/15/1999
16863,Ambrose,Kerr,FR,Nantes,05/09/1995
16864,Bud,Watts,IT,Florence,02/05/1945
16865,Wilbur,Gould,CH,Zürich,09/23/1954
16866,Roman,Haney,NL,Rotterdam,11/01/1994
16867,Jenifer,Malone,NL,Rotterdam,04/10/1966
16868,Alva,Stephenson,IT,Genoa,04/09/1989
16869,Jerrold,Gonzales,ES,Barcelona,01/17/1997
16870,Doug,McFadden,IT,Milan,10/04/1968
16871,Eliseo,Summers,NL,Amsterdam,02/02/1997
16872,Jeffrey,Briggs,IE,Limerick,06/22/1984
16873,Bert,Robbins,FR,Paris,09/16/1999
16874,Ilene,Frye,NL,Rotterdam,04/04/1959
16875,Tania,Solomon,FR,Marseille,09/12/1951
16876,Lyle,Collier,GB,Liverpool,04/25/1957
16877,Whitney,Chaney,CH,Zürich,06/07/1968
16878,Carol,Peck,IT,Bologna,04/25/1946
16879,Kerry,Guerra,GB,Liverpool,04/09/1956
16880,James,Waller,IT,Naples,05/01/1999
16881,Della,Cooper,FR,Toulouse,01/12/1992
16882,Andre,Johnson,DE,Cologne,09/08/1989
16883,Heath,Dorsey,CH,Zürich,07/18/1950
16884,Ferdinand,Knight,CH,Geneva,01/03/1981
16885,Erwin,Reeves,FR,Marseille,11/13/1961
16886,Darla,Crawford,GB,London,01/24/1947
16887,Rudy,Petersen,IE,Cork,11/22/1975
16888,Benjamin,Duncan,DE,Hamburg,10/25/1994
16889,Marla,Simpson,ES,Seville,09/25/1977
16890,Dolores,Trujillo,FR,Paris,01/26/1949
16891,Pearlie,Beard,FR,Marseille,07/06/1986
16892,Jeromy,Jennings,IE,Tralee,01/14/1948
16893,Rosalind,Marks,ES,Zaragoza,06/12/1952
16894,Rosario,Padilla,IT,Catania,06/16/1999
16895,Amado,Abbott,IT,Florence,05/13/1986
16896,Luann,Cobb,DE,Berlin,08/07/1977
16897,Patrice,Riggs,IE,Limerick,07/23/1998
16898,Lee,Todd,DE,Dresden,05/10/1969
16899,Jackson,Velazquez,IE,Waterford,06/19/1963
16900,Nelson,Mann,NL,Amsterdam,07/21/1984
16901,Columbus,Weaver,ES,Murcia,07/19/1972
16902,Parker,Browning,CH,Geneva,09/03/1992
16903,Luz,Petty,GB,London,10/15/2000
16904,Caitlin,Wyatt,GB,Manchester,07/22/2000
